OBJECTID,Name,Address,Phone,Website,NAICS_Code,NAICS_Info,MarketType,Materials,Latitude,Longitude
38,J.F. Allen Company Inc,"100 Barnard Ave, Elkins, WV, 26241-3105",(304) 636-6095,www.jfallenco.com,324121,Asphalt Paving Mixture and Block Manufacturing,Potential Primary End Market,Rubber,38.925205,-79.855412
39,Slab Team LLC,"100 Bayview Dr APT 1928, Sunny Isles Beach, FL, 33160-4743",(786) 301-5075,www.slabteam.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,25.922613,-80.123326
40,Garro Tread Corporation,"100 Beech St, Akron, OH, 44308-1916",(330) 376-3125,www.acerubber.net,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,41.087722,-81.517981
41,Garro Tread Corporation,"100 Beech St, Akron, OH, 44308-1916", ,www.acerubber.net,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,41.087722,-81.517981
42,"Tepro, Inc.","100 Bunker Dr, Winchester, TN, 37398-3111",(931) 967-5189,www.teproinc.com,326291,Rubber Product Manufacturing for Mechanical Use,Potential Primary End Market,Rubber,35.1228,-86.0878
43,"Inoac Usa, Inc.","100 Carol Pl, Moonachie, NJ, 07074-1300",(201) 807-0809,www.inoacusa.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,40.836443,-74.04944
44,Woodbridge Inoac Technical Products New Jersey LLC,"100 Carol Pl, Moonachie, NJ, 07074-1300",(201) 807-0809,www.witpfoam.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,40.836443,-74.04944
45,Crest Foam Industries Incorporated,"100 Carol Pl, Moonachie, NJ, 07074-1387",(201) 807-0809,www.witpfoam.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,40.835728,-74.048637
46,"Summit Rubber Co., Inc","100 Corporate Way, Summerville, SC, 29483-3405",(843) 875-4627,www.summitrubber.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,33.032966,-80.203727
47,"Callanan Industries, Inc.","100 Crabapple Ln, Watervliet, NY, 12189-1793",(518) 273-1754,www.callanan.com,324121,Asphalt Paving Mixture and Block Manufacturing,Potential Primary End Market,Rubber,42.742816,-73.710562
48,"Sarnafil Services, Inc.","100 Dan Rd, Canton, MA, 02021-2898",(781) 828-5400,www.us.sika.com,324122,Asphalt Shingle and Coating Materials Manufacturing,Potential Primary End Market,Rubber,42.157348,-71.116786
49,Axs-Wingman,"100 Dercum Sq Unit 8353, Dillon, CO, 80435-7782",(720) 480-4105,www.axs-wingman.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,39.607321,-105.944257
50,Condax LLC,"100 Diplomat Dr APT 7d, Mount Kisco, NY, 10549-2042", , ,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,41.204371,-73.73489
51,Polyonics Rubber Co,"100 E Park St, Poplar Grove, IL, 61065-9789",(815) 765-2033,www.polyonicsrubber.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,42.365079,-88.821968
52,"Bituminous Paving Materials of York, Inc.","100 Green Springs Rd, Hanover, PA, 17331-8979",(717) 632-8919,www.yorkmaterialsgroup.com,324121,Asphalt Paving Mixture and Block Manufacturing,Potential Primary End Market,Rubber,39.841435,-77.005227
53,K-Flex USA L.L.C.,"100 K Flex Way, Youngsville, NC, 27596-9105",(919) 556-3475,www.kflexusa.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,36.0164,-78.4781
54,"Hirail Crossings, Inc.","100 Kraiberg Blvd, Lisbon, IA, 52253-9771",(319) 455-2719,www.hirail.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,41.930108,-91.386879
55,Maya Stone Pavers Inc,"100 Montgomery St APT A, Mary Esther, FL, 32569-1754",(850) 357-0316, ,324121,Asphalt Paving Mixture and Block Manufacturing,Potential Primary End Market,Rubber,30.416715,-86.653445
56,Kyowa Metriseal Co Ltd,"100 N Hill Dr Ste 53, Brisbane, CA, 94005-1014",(415) 468-0950, ,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,37.690678,-122.406778
57,"Ark-La-Tex Custom Coatings, Inc","100 N Lee Dr, Gladewater, TX, 75647-2509",(903) 845-6436, ,324121,Asphalt Paving Mixture and Block Manufacturing,Potential Primary End Market,Rubber,32.53476,-94.933879
58,Patch Rubber Company,"100 Patch Rubber Rd, Weldon, NC, 27890-1220",(252) 536-2574,www.patchrubber.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,36.43694,-77.628237
59,Ram Belting Company Inc,"100 Production CT Ste 3, New Britain, CT, 06051-2914",(860) 438-7029,www.rambelting.com,326220,Rubber and Plastics Hoses and Belting Manufacturing,Potential Primary End Market,"Plastics, Rubber",41.66489,-72.75748
60,Cooper-Standard Automotive Inc.,"100 Quality Way, Spartanburg, SC, 29316-4801",(864) 578-3164,www.cooperstandard.com,326291,Rubber Product Manufacturing for Mechanical Use,Potential Primary End Market,Rubber,34.998667,-81.992775
61,"Suffolk Asphalt Supply, Inc.","100 Rogers Ave, Westhampton Beach, NY, 11978-1419", , ,324121,Asphalt Paving Mixture and Block Manufacturing,Potential Primary End Market,Rubber,40.829178,-72.643165
62,"Nextgen Insight, LLC","100 Rus Dr SE, Calhoun, GA, 30701-3651",(706) 383-7528,www.rubberdesigns.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,34.452286,-84.926413
63,"Rubber Designs, LLC","100 Rus Dr SE, Calhoun, GA, 30701-3651",(706) 383-7528,www.rubberdesigns.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,34.452286,-84.926413
64,Manville Johns Corporation,"100 S Broadway, Belgrade, MT, 59714-3909",(406) 924-5040,www.jm.com,324122,Asphalt Shingle and Coating Materials Manufacturing,Potential Primary End Market,Rubber,45.775608,-111.177694
65,"Urethane Roller Specialist, Inc.","100 S Central Ave, Eureka, MO, 63025-2001",(636) 938-5351,www.urethaneroller.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,38.502291,-90.627934
66,"Applied Rubber & Plastics, Inc.","100 Skitchewaug St, Windsor, CT, 06095-4605",(860) 987-9018,www.appliedrubber.com,326291,Rubber Product Manufacturing for Mechanical Use,Potential Primary End Market,Rubber,41.812532,-72.652561
67,"Hwaseung Automotive America Holdings, Inc","100 Sonata Dr, Enterprise, AL, 36330-7338",(334) 348-9516, ,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,31.3604,-85.8781
68,Summers Acquisition Corporation,"100 Tennis Center Dr, Marietta, OH, 45750-8802",(740) 373-0303,www.summersrubber.com,326220,Rubber and Plastics Hoses and Belting Manufacturing,Potential Primary End Market,"Plastics, Rubber",39.393781,-81.404777
69,Diversified Industrial Supply LLC,"100 Terminal St, Charlestown, MA, 02129-1980",(800) 244-3647, ,326220,Rubber and Plastics Hoses and Belting Manufacturing,Potential Primary End Market,"Plastics, Rubber",42.381915,-71.056554
70,Samson Industrial,"100 Trigard Ln, Summerville, SC, 29483-7325",(843) 851-2299,www.samsonindustrialonline.com,326220,Rubber and Plastics Hoses and Belting Manufacturing,Potential Primary End Market,"Plastics, Rubber",33.036625,-80.166115
71,"Bowsmith, Inc.","100 W Monroe St, Avon Park, FL, 33825-2254",(863) 453-6666,www.bowsmith.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,27.613828,-81.503311
72,"ARC Rubber, Inc.","100 Water St, Geneva, OH, 44041-1192",(440) 466-4555,www.arcrubber.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,41.810173,-80.943727
73,American Original Building Products LLC,"1000 Arlington Cir, Akron, OH, 44306-3973",(330) 786-3000,www.americanoriginalsiding.com,324122,Asphalt Shingle and Coating Materials Manufacturing,Potential Primary End Market,Rubber,41.027655,-81.489544
74,Eaton Aeroquip LLC,"1000 Eaton Blvd, Cleveland, OH, 44122-6058",(216) 523-5000,www.eaton.com,326220,Rubber and Plastics Hoses and Belting Manufacturing,Potential Primary End Market,"Plastics, Rubber",41.453974,-81.501089
75,Latitudes Inc.,"1000 Independence Dr # 5, Sullivan, MO, 63080-2845",(573) 468-3101,www.klogs.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,38.1976,-91.1908
76,Luminas International LLC,"1000 Peachtr Indstrl 63, Suwanee, GA, 30024-6737",(844) 244-1400,www.luminas.com,326220,Rubber and Plastics Hoses and Belting Manufacturing,Potential Primary End Market,"Plastics, Rubber",34.051829,-84.088945
77,Cardell Inc,"1000 Riverside Dr, Keasbey, NJ, 08832-1218", , ,324121,Asphalt Paving Mixture and Block Manufacturing,Potential Primary End Market,Rubber,40.519131,-74.315919
78,"Siplast, Inc.","1000 Rochelle Blvd, Irving, TX, 75062-3940",(469) 995-2200,www.siplast.com,324122,Asphalt Shingle and Coating Materials Manufacturing,Potential Primary End Market,Rubber,32.852202,-96.93345
79,Seri,"1000 Rubber Way, Vicksburg, MS, 39180-8322", ,www.seriproducts.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,32.26139,-90.922835
80,Superior Fire Hose Corp.,"10000 Industrial Dr Ste B, Pineville, NC, 28134-8624",(704) 643-5888,www.superiorfirehose.com,326220,Rubber and Plastics Hoses and Belting Manufacturing,Potential Primary End Market,"Plastics, Rubber",35.100084,-80.891336
81,"Longwood Engineered Products, Inc.","1001 Airbrake Ave, Wilmerding, PA, 15148-1036", ,www.longwoodindustries.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,40.400432,-79.816774
82,Aloha Rubber Stamp LLC,"1001 Bishop St Ste 111, Honolulu, HI, 96813-3410",(808) 536-3329,www.rubberstampplantation.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,21.308547,-157.861391
83,Herman Teddy Jones,"1001 Dolly Parton Pkwy, Sevierville, TN, 37862-3708",(865) 429-5260,www.asphaltservicesoftn.com,324122,Asphalt Shingle and Coating Materials Manufacturing,Potential Primary End Market,Rubber,35.86388,-83.541254
84,"JW Industries, Ltd.","1001 Mount Lebanon Rd, Cedar Hill, TX, 75104-8003",(972) 291-7474, ,324122,Asphalt Shingle and Coating Materials Manufacturing,Potential Primary End Market,Rubber,32.561679,-96.964819
85,"Professional Coating Technologies, Inc.","1001 Mount Lebanon Rd, Cedar Hill, TX, 75104-8003",(972) 291-7474,www.pctworldwide.com,324122,Asphalt Shingle and Coating Materials Manufacturing,Potential Primary End Market,Rubber,32.561679,-96.964819
86,"Orange Crush, L.L.C.","1001 N Independence Blvd, Romeoville, IL, 60446-4054",(630) 739-5560,www.orangecrushllc.com,324121,Asphalt Paving Mixture and Block Manufacturing,Potential Primary End Market,Rubber,41.661644,-88.07273
87,"Emulsicoat, Inc.","1001 Saline CT, Urbana, IL, 61802-7244",(217) 344-7480,www.asphalt-materials.com,324122,Asphalt Shingle and Coating Materials Manufacturing,Potential Primary End Market,Rubber,40.150065,-88.221333
88,Sankyo Rubber America Inc.,"1001 Texas St Ste 1400, Houston, TX, 77002-3194",(424) 247-9556,www.sankyokk.co.jp,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,29.759687,-95.362036
89,"Ameritech Roofing Systems of Texas, Inc.","1004 Dakota Ave, Libby, MT, 59923-2208",(406) 291-2120,www.ameritechgeneral.com,324122,Asphalt Shingle and Coating Materials Manufacturing,Potential Primary End Market,Rubber,48.385804,-115.549787
90,Blooming Balloons LLC,"1004 W 43rd St, Austin, TX, 78756-3402",(512) 593-5355,www.bloomingballoonsaustin.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,30.311187,-97.73958
91,"Vernay Laboratories, Inc.","1005 Virginia Ave Ste 320, Atlanta, GA, 30354-1326",(404) 994-2000,www.vernay.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,33.658981,-84.422015
92,"Strong Rock Pavers, L.L.C.","1005 W 820 N, Provo, UT, 84601-1462",(801) 898-6564,www.strongrockpavers.com,324121,Asphalt Paving Mixture and Block Manufacturing,Potential Primary End Market,Rubber,40.244766,-111.676305
93,Carlos Dodson,"10052 Gosling Cir N # 20, Cordova, TN, 38016-1755",(901) 359-1496, ,326220,Rubber and Plastics Hoses and Belting Manufacturing,Potential Primary End Market,"Plastics, Rubber",35.20439,-89.728258
94,"Mykin, Inc.","10056 Colonial Indus Dr, South Lyon, MI, 48178-9154",(248) 667-8030,www.mykin.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,42.458245,-83.692068
95,"Devine Products, LLC","1006 Chattanooga Ave, Dalton, GA, 30720-8370",(706) 581-0526,www.getpeachyclean.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,34.785916,-84.973917
96,"Precision Fab. Products, Inc.","10061 Old State Route 121, Versailles, OH, 45380-9586",(937) 526-5681,www.pfpfoam.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,40.2099,-84.5182
97,"Terrecon, Inc.","10061 Talbert Ave Ste 200, Fountain Valley, CA, 92708-5123",(714) 964-1400,www.terrecon.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,33.701853,-117.952982
98,"Pro Paint Supply, Inc.","1007 E Raymond Way, Anaheim, CA, 92801-1118",(714) 992-1763, ,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,33.86175,-117.907267
99,"Cranesville Block Co., Inc.","1007 State Route 28, Kingston, NY, 12401-7250",(845) 331-4406,www.cranesville.com,324121,Asphalt Paving Mixture and Block Manufacturing,Potential Primary End Market,Rubber,41.986962,-74.086235
100,"Crackerbox Palace, LLC","1008 Jack Page Dr, Canton, GA, 30115-2953", , ,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,34.255102,-84.382947
101,Lanxess Corporation,"1008 Whitehead Road EXT, Ewing, NJ, 08638-2406", ,www.lanxess.us,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,40.259015,-74.753379
102,Tri State Contractors Inc,"1009 7th Corso, Nebraska City, NE, 68410-3102",(402) 873-5060,www.mccsprayfoam.com,324121,Asphalt Paving Mixture and Block Manufacturing,Potential Primary End Market,Rubber,40.670096,-95.858088
103,Manville Rubber Products Inc,"1009 Kennedy Blvd, Manville, NJ, 08835-2031",(908) 526-9111,www.manvillerubber.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,40.52983,-74.596183
104,"Dale Breakiron Asphalt Paving & Sealcoating, LLC","1009 N Jefferson St, Connellsville, PA, 15425-2132",(724) 626-1590, ,324122,Asphalt Shingle and Coating Materials Manufacturing,Potential Primary End Market,Rubber,40.031233,-79.587209
105,"Econo Products, Inc.","101 Ascot Pkwy, Cuyahoga Falls, OH, 44223-3355",(330) 923-4101,www.econoproducts.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,41.162954,-81.511857
106,"Honeywell Safety Products Usa, Inc.","101 E Crssrads Pkwy Ste A, Bolingbrook, IL, 60440",(630) 343-3700,www.honeywellsafety.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,41.674878,-88.066304
107,"Rogers Group, Inc.","101 E Robins St, Conway, AR, 72032-7159",(501) 329-8381,www.rogersgroupincint.com,324121,Asphalt Paving Mixture and Block Manufacturing,Potential Primary End Market,Rubber,35.076971,-92.426359
108,D&B US Fictitious Company 314,"101 John F Kennedy Pkwy, Short Hills, NJ, 07078-2716", , ,324121,Asphalt Paving Mixture and Block Manufacturing,Potential Primary End Market,Rubber,40.741961,-74.361992
109,D&B US Fictitious Company 321,"101 John F Kennedy Pkwy, Short Hills, NJ, 07078-2716",(610) 555-5555, ,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,40.741961,-74.361992
110,D&B US Fictitious Company 322,"101 John F Kennedy Pkwy, Short Hills, NJ, 07078-2716",(610) 555-5555, ,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,40.741961,-74.361992
111,D&B US Fictitious Company 323,"101 John F Kennedy Pkwy, Short Hills, NJ, 07078-2716",(610) 555-5555, ,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,40.741961,-74.361992
112,D&B US Fictitious Company 324,"101 John F Kennedy Pkwy, Short Hills, NJ, 07078-2716",(610) 555-5555, ,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,40.741961,-74.361992
113,D&B US Fictitious Company 326,"101 John F Kennedy Pkwy, Short Hills, NJ, 07078-2716",(610) 555-5555, ,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,40.741961,-74.361992
114,D&B US Fictitious Company 327,"101 John F Kennedy Pkwy, Short Hills, NJ, 07078-2716", , ,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,40.741961,-74.361992
115,D&B US Fictitious Company 963,"101 John F Kennedy Pkwy, Short Hills, NJ, 07078-2716",(610) 555-5555, ,324122,Asphalt Shingle and Coating Materials Manufacturing,Potential Primary End Market,Rubber,40.741961,-74.361992
116,C3 Sealcoating LLC,"101 Jordan Ln, Wake Forest, NC, 27587-7140",(919) 880-5515, ,324122,Asphalt Shingle and Coating Materials Manufacturing,Potential Primary End Market,Rubber,36.001623,-78.49624
117,Parker-Hannifin Corporation,"101 Parker Ln, Alliance, NE, 69301-4448",(308) 762-3255,www.phtruck.com,326220,Rubber and Plastics Hoses and Belting Manufacturing,Potential Primary End Market,"Plastics, Rubber",42.1151,-102.8695
118,Plastic Specialties and Technologies Inc.,"101 Railroad Ave, Ridgefield, NJ, 07657-2312",(201) 941-2900,www.tekni-plex.com,326220,Rubber and Plastics Hoses and Belting Manufacturing,Potential Primary End Market,"Plastics, Rubber",40.826813,-74.012296
119,"Valley Roller Company, Inc.","101 Sentry Dr, Mansfield, TX, 76063-3601",(817) 453-8950,www.maxcessintl.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,32.551136,-97.133487
120,Preferred Compounding Corp,"101 Stoffel Dr, Tallapoosa, GA, 30176-3639",(770) 574-2321,www.preferredrubber.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,33.736406,-85.282683
121,Universal Foam Products LLC,"101 W Ddley Town Rd Unit, Bloomfield, CT, 06002",(860) 216-3015, ,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,41.857237,-72.718709
122,Jasper Rubber Products Inc,"1010 1st Ave W, Jasper, IN, 47546-3201",(812) 482-3242,www.jasperrubber.com,326291,Rubber Product Manufacturing for Mechanical Use,Potential Primary End Market,Rubber,38.386156,-86.944695
123,Philpott Rubber LLC,"1010 Industrial Pkwy N, Brunswick, OH, 44212-4318",(330) 225-3344,www.philpottrubber.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,41.247683,-81.798872
124,"General Fine Machine Co, Inc.","1010 Park CT Ste F, Safety Harbor, FL, 34695-3869",(727) 726-5956,www.generalfinemachine.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,27.987647,-82.698433
125,Karnak South Inc,"1010 SE 20th St, Fort Lauderdale, FL, 33316-3594",(954) 761-7606,www.karnakcorp.com,324122,Asphalt Shingle and Coating Materials Manufacturing,Potential Primary End Market,Rubber,26.096596,-80.132121
126,"Mayborn Usa, Inc.","1010 Washington Blvd # 11, Stamford, CT, 06901-2202",(781) 269-7490,www.mayborngroup.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,41.053225,-73.542787
127,"South East Specialty Silicones, Inc.","10110 N Palafox St, Pensacola, FL, 32534-1269",(850) 476-5766,www.extrudedsilicones.com,326299,All Other Rubber Product Manufacturing,Potential Primary End Market,Rubber,30.543682,-87.27914
