OBJECTID,Name,Address,Phone,Website,NAICS_Code,NAICS_Info,MarketType,Materials,Latitude,Longitude
13,"Irving Consumer Products, Inc.","1 Eddy St, Fort Edward, NY, 12828-1711",(518) 747-4151, ,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",43.269902,-73.58793
14,Steven D'Angelo,"1 Gaye Ln, Bohemia, NY, 11716-4009", , ,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",40.76937,-73.08962
15,American Kraft Paper Industries LLC,"1 Harbor Point Rd # 1700, Stamford, CT, 06902-7317",(203) 323-1916, ,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",41.039666,-73.5427
16,"Colorkraft Roll Products, Inc.","1 Harry Glynn Dr, Martinsville, IL, 62442-2247",(217) 382-4967,www.colorkraft.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",39.363531,-87.88222
17,"Seaman Paper Company of Massachusetts, Inc.","1 Lake St, Gardner, MA, 01440-3801",(978) 632-9955,www.seamanpaper.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",42.579013,-71.99389
18,The Metime Company Inc,"1 Little West 12th St, New York, NY, 10014-1302",(917) 325-8643,www.hetime.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",40.739714,-74.00646
19,Vulcan Information Packaging LLC,"1 Loose Leaf Ln, Vincent, AL, 35178-8151",(800) 633-4526,www.vulcaninformationpackaging.com,322130,Paperboard Mills,Potential Primary End Market,Paper,33.357147,-86.39805
20,Cascades Tissue Group - Pennsylvania Inc.,"1 Main St, Ransom, PA, 18653",(570) 388-6161, ,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",41.3941,-75.8222
21,"Lenmarine, Inc.","1 Main St, Somerset, MA, 02726-5631",(508) 678-1234,www.bristolmarine.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",41.765482,-71.12775
22,"Marcal Manufacturing, LLC","1 Market St, Elmwood Park, NJ, 07407-1401",(201) 796-4000,www.marcalpaper.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",40.902431,-74.13225
23,Mt. Holly Springs Specialty Paper,"1 Mountain St, Mount Holly Springs, PA, 17065-1406",(717) 486-8500,www.mhssp.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",40.11257,-77.18557
24,P M Colombiana LLC,"1 N 2nd St, Hartsville, SC, 29550-3300", , ,322130,Paperboard Mills,Potential Primary End Market,Paper,34.377364,-80.06599
25,"Engraph Puerto Rico, Inc.","1 N 2nd St, Hartsville, SC, 29550-3300", , ,322130,Paperboard Mills,Potential Primary End Market,Paper,34.377364,-80.06599
26,"Gunther of America, Inc.","1 N 2nd St, Hartsville, SC, 29550-3300", , ,322130,Paperboard Mills,Potential Primary End Market,Paper,34.377364,-80.06599
27,"Hartsville Corrugating, LLC","1 N 2nd St, Hartsville, SC, 29550-3300", ,www.sonoco.com,322130,Paperboard Mills,Potential Primary End Market,Paper,34.377364,-80.06599
28,"Penpack, LLC","1 N 2nd St, Hartsville, SC, 29550-3300", ,www.sonoco.com,322130,Paperboard Mills,Potential Primary End Market,Paper,34.377364,-80.06599
29,"Sr Holdings of The Carolinas, LLC","1 N 2nd St, Hartsville, SC, 29550-3300", , ,322130,Paperboard Mills,Potential Primary End Market,Paper,34.377364,-80.06599
30,"Tegrant Property Holdings, LLC","1 N 2nd St, Hartsville, SC, 29550-3300", , ,322130,Paperboard Mills,Potential Primary End Market,Paper,34.377364,-80.06599
31,"Wisenberg U.S., Inc.","1 N 2nd St, Hartsville, SC, 29550-3300", , ,322130,Paperboard Mills,Potential Primary End Market,Paper,34.377364,-80.06599
32,"Conitex Sonoco Usa, Inc.","1 N 2nd St, Hartsville, SC, 29550-3300", , ,322130,Paperboard Mills,Potential Primary End Market,Paper,34.377364,-80.06599
33,"Conitex Sonoco, Inc.","1 N 2nd St, Hartsville, SC, 29550-3300", ,www.conitex.com,322130,Paperboard Mills,Potential Primary End Market,Paper,34.377364,-80.06599
34,"Fair Lawn Packaging Services, LLC","1 N 2nd St, Hartsville, SC, 29550-3300", , ,322130,Paperboard Mills,Potential Primary End Market,Paper,34.377364,-80.06599
35,"Industrial Machine Co., Inc.","1 N 2nd St, Hartsville, SC, 29550-3300", , ,322130,Paperboard Mills,Potential Primary End Market,Paper,34.377364,-80.06599
36,"Spc Liquidation, LLC","1 N 2nd St, Hartsville, SC, 29550-3300", , ,322130,Paperboard Mills,Potential Primary End Market,Paper,34.377364,-80.06599
37,Sonoco Products Company,"1 N 2nd St, Hartsville, SC, 29550-3305",(843) 383-7000,www.sonoco.com,322130,Paperboard Mills,Potential Primary End Market,Paper,34.377364,-80.06599
38,Sonoco Products Company,"1 N 2nd St, Hartsville, SC, 29550-3305",(843) 383-7000,www.sonoco.com,322130,Paperboard Mills,Potential Primary End Market,Paper,34.377364,-80.06599
39,"Sonoco Absorbent Technologies, LLC","1 N 2nd St, Hartsville, SC, 29550-3305", , ,322130,Paperboard Mills,Potential Primary End Market,Paper,34.377364,-80.06599
40,"Sonoco Asia Management Company, L.L.C.","1 N 2nd St, Hartsville, SC, 29550-3305", , ,322130,Paperboard Mills,Potential Primary End Market,Paper,34.377364,-80.06599
41,"Sonoco Partitions, Inc.","1 N 2nd St, Hartsville, SC, 29550-3305", ,www.sonoco.com,322130,Paperboard Mills,Potential Primary End Market,Paper,34.377364,-80.06599
42,"Sonoco-Engraph Puerto Rico, Inc.","1 N 2nd St, Hartsville, SC, 29550-3305", , ,322130,Paperboard Mills,Potential Primary End Market,Paper,34.377364,-80.06599
43,"Sonoco D & P, LLC","1 N 2nd St, Hartsville, SC, 29550-3305", , ,322130,Paperboard Mills,Potential Primary End Market,Paper,34.377364,-80.06599
44,"Sonoco Paperboard Group, LLC","1 N 2nd St, Hartsville, SC, 29550-3305", ,www.sonoco.com,322130,Paperboard Mills,Potential Primary End Market,Paper,34.377364,-80.06599
45,"Sonoco Holdings, Inc.","1 N 2nd St, Hartsville, SC, 29550-3305", ,www.sonoco.com,322130,Paperboard Mills,Potential Primary End Market,Paper,34.377364,-80.06599
46,"Sonoco of Puerto Rico, Inc.","1 N 2nd St, Hartsville, SC, 29550-3305", ,www.sonoco.com,322130,Paperboard Mills,Potential Primary End Market,Paper,34.377364,-80.06599
47,Packaging Corporation of America,"1 N Field CT, Lake Forest, IL, 60045-4810",(847) 482-3000,www.packagingcorp.com,322130,Paperboard Mills,Potential Primary End Market,Paper,42.240296,-87.89017
48,"Boise White Paper, L.L.C.","1 N Field CT, Lake Forest, IL, 60045-4810", ,www.bph.boisepaper.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",42.240296,-87.89017
49,"PCA Texas Acquisition, LLC","1 N Field CT, Lake Forest, IL, 60045-4810",(847) 482-3000, ,322130,Paperboard Mills,Potential Primary End Market,Paper,42.240296,-87.89017
50,"B C T, Incorporated","1 N Field CT, Lake Forest, IL, 60045-4810", , ,322130,Paperboard Mills,Potential Primary End Market,Paper,42.240296,-87.89017
51,"Boise White Paper, L.L.C.","1 N Field CT, Lake Forest, IL, 60045-4810",(847) 482-3000,www.bph.boisepaper.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",42.240296,-87.89017
52,"Nice-Pak Products, Inc.","1 Nice Pak Rd, Mooresville, IN, 46158-1398",(845) 365-1700,www.nicepak.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",39.62079,-86.36542
53,"Westrock Rkt, LLC","1 Paper Mill Rd, Delaware Water Gap, PA, 18327",(570) 476-0120,www.westrock.com,322130,Paperboard Mills,Potential Primary End Market,Paper,40.99229,-75.13963
54,"Innovative Paper Technologies, LLC","1 Paper Trail, Tilton, NH, 03276-5250",(603) 286-4891,www.tiltonnh.org,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",43.458637,-71.5453
55,Rw Fort Pond Realty LLC,"1 Patriot Pl, Foxboro, MA, 02035-1374", , ,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",42.093767,-71.26443
56,New-Indy Containerboard Hold Co LLC,"1 Patriot Pl, Foxborough, MA, 02035-1374",(508) 384-4230,www.thekraftgroup.com,322130,Paperboard Mills,Potential Primary End Market,Paper,42.0639,-71.2471
57,Apex Paper Mills Inc,"1 Pheasant Way, Shirley, NY, 11967-4819",(631) 395-2585, ,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",40.770943,-72.87003
58,"Health Bridge, Inc.","1 Phoenix Dr Ste 1 # 1, Lincoln Park, NJ, 07035-1415",(800) 633-8900, ,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",40.928448,-74.31315
59,Annie Catherine Inc,"1 Pleasant St Ste 2, Portland, ME, 04101-3936",(207) 619-7005,www.soulduster.net,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",43.654737,-70.25732
60,Georgia-Pacific LLC,"1 Portland St, Old Town, ME, 04468-2007",(207) 827-7711,www.gp.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",44.917132,-68.63871
61,Rayonier Inc.,"1 Rayonier Way, Yulee, FL, 32097-0002",(904) 277-1343,www.rayonier.com,322110,Pulp Mills,Potential Primary End Market,"Paper, Wood",30.648839,-81.53681
62,Ahlstrom West Carrollton LLC,"1 S Elm St, Dayton, OH, 45449-1732",(937) 859-3621, ,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",39.671388,-84.2526
63,"Chem-Puter Friendly, Inc","1 Sevilla Walk, Mount Sinai, NY, 11766-2825", , ,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",40.911029,-72.99045
64,"IVEX Specialty Paper, LLC","1 Sloan St, Peoria, IL, 61603",(309) 686-3830,www.ivexsp.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",40.717134,-89.55846
65,"Paper Investments, LLC","1 Sloan St, Peoria, IL, 61603",(309) 686-3830, ,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",40.717134,-89.55846
66,Finch Paper Holdings LLC,"1 Sound Shore Dr Ste 302, Greenwich, CT, 06830-7251",(203) 622-9138,www.atlasholdingsllc.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",41.027558,-73.60554
67,"Open Campus Media, Inc.","1 Thomas Cir NW, Washington, DC, 20005-5802", , ,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",38.905506,-77.0324
68,Semper/Exeter Paper Company L.L.C.,"1 Tiffany Pt Ste 300, Bloomingdale, IL, 60108-2948",(630) 775-9500,www.semperexeter.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",41.9575,-88.0903
69,"Cellmark, Inc.","1 Tiffany Pt Ste 300, Bloomingdale, IL, 60108-2948",(630) 775-9500,www.cellmark.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",41.9575,-88.0903
70,Georgia-Pacific LLC,"1 Union St, Brunswick, GA, 31520-8688", ,www.gp.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",31.130759,-81.48654
71,"1150 So. Bristol, Inc.","1 Weymouth CT, Newport Beach, CA, 92660-4212", , ,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",33.634422,-117.8647
72,Regenex Corp,"1 Wolfer Industrial Park, Spring Valley, IL, 61362-9601",(815) 663-2003, ,322110,Pulp Mills,Potential Primary End Market,"Paper, Wood",41.336522,-89.21852
73,Packaging Supplies & Service Corp.,"10 Hunts CT, S Abingtn Twp, PA, 18411-2831", , ,322130,Paperboard Mills,Potential Primary End Market,Paper,41.516628,-75.66765
74,"Bristol Collegiate Baseball Club, LLC","10 Longmeadow Ln, Redding, CT, 06896-2522",(203) 820-4790, ,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",41.303527,-73.35448
75,"Gold Bond Building Products, LLC","10 Louisiana St, Westwego, LA, 70094-3646",(504) 341-8596,www.nationalgypsum.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",29.917146,-90.14301
76,Nelsons Metal Inc,"10 Old Highway 25, Dennis, MS, 38838",(662) 454-7500, ,322110,Pulp Mills,Potential Primary End Market,"Paper, Wood",34.5558,-88.2428
77,Rixie Paper Products Inc,"10 Quinter St, Pottstown, PA, 19464-6514",(610) 323-9220, ,322130,Paperboard Mills,Potential Primary End Market,Paper,40.248658,-75.6769
78,Felt Building,"10 W Broadway, Salt Lake City, UT, 84101-2002", , ,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",40.762945,-111.8916
79,Integrity Fiber Supply LLC,"10 W Carmel Dr Ste 300, Carmel, IN, 46032-3365",(317) 290-1140,www.intfiber.com,322110,Pulp Mills,Potential Primary End Market,"Paper, Wood",39.961589,-86.12736
80,International Paper Company,"10 Wilson Rd, Eighty Four, PA, 15330-2846",(724) 745-2288,www.internationalpaper.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",40.216403,-80.13672
81,"Owens Corning Sales, LLC","100 Blackjack Road EXT, Mount Vernon, OH, 43050-9194",(614) 399-3915,www.owenscorning.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",40.356883,-82.48916
82,"Nice-Pak Products, Inc.","100 Brookhill Dr, West Nyack, NY, 10994-2133",(845) 353-6090,www.nicepak.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",41.091743,-73.98668
83,Georgia-Pacific Mt. Holly LLC,"100 Buckeye Dr, Mount Holly, NC, 28120-1278",(704) 822-6400,www.mtholly.us,322110,Pulp Mills,Potential Primary End Market,"Paper, Wood",35.336247,-81.06385
84,Buckeye Technologies Inc.,"100 Buckeye Dr, Mount Holly, NC, 28120-1278",(704) 822-6400,www.bkitech.com,322110,Pulp Mills,Potential Primary End Market,"Paper, Wood",35.336247,-81.06385
85,"Domtar Paper Company, LLC","100 Clinchfield St, Kingsport, TN, 37660-3681",(423) 247-7111,www.domtar.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",36.547132,-82.56473
86,Sonoco Products Company,"100 Continental Dr, Richmond, KY, 40475-8327",(859) 625-0191,www.sonoco.com,322130,Paperboard Mills,Potential Primary End Market,Paper,37.691528,-84.25967
87,"Twinrocker Hand Made Paper, Inc.","100 E 3rd St, Brookston, IN, 47923",(765) 563-3119,www.twinrocker.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",40.602744,-86.86774
88,Handy Wacks Corporation,"100 E Averill St, Sparta, MI, 49345-1516",(616) 887-8268,www.handywacks.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",43.156191,-85.70798
89,Handy Wacks Corporation,"100 E Averill St, Sparta, MI, 49345-1516",(616) 887-8268,www.handywacks.com,322130,Paperboard Mills,Potential Primary End Market,Paper,43.156191,-85.70798
90,International Paper Company,"100 E Gloucester Pike, Barrington, NJ, 08007-1330",(856) 546-7000,www.internationalpaper.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",39.866948,-75.04895
91,International Paper Company,"100 E Oakton St, Des Plaines, IL, 60018-1956",(847) 390-1300,www.internationalpaper.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",42.023099,-87.91897
92,Ahlstrom-Munksjo Paper Inc.,"100 Erdman Way Ste S-101, Leominster, MA, 01453-1804", ,www.ahlstrom-munksjo.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",42.54793,-71.75987
93,French Paper Company,"100 French St, Niles, MI, 49120-2854",(269) 683-1100,www.frenchsampleroom.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",41.819794,-86.26034
94,"Westrock Paper and Packaging, LLC","100 Gaston Rd, Roanoke Rapids, NC, 27870-1900",(252) 533-6000,www.kapstonepaper.com,322130,Paperboard Mills,Potential Primary End Market,Paper,36.47508,-77.64663
95,"Westrock Kraft Paper, LLC","100 Gaston Rd, Roanoke Rapids, NC, 27870-1900",(252) 533-6000,www.westrock.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",36.47508,-77.64663
96,"Westrock Cp, LLC","100 Gayline Dr, Louisburg, NC, 27549-8612", ,www.westrock.com,322130,Paperboard Mills,Potential Primary End Market,Paper,36.087847,-78.31711
97,"Gray Matter Systems Canada, Inc.","100 Global View Dr # 200, Warrendale, PA, 15086-7612",(412) 741-2410,www.graymattersystems.com,322110,Pulp Mills,Potential Primary End Market,"Paper, Wood",40.6541,-80.10128
98,International Paper Company,"100 Jensen Rd, Prattville, AL, 36067-4801",(334) 361-5000,www.internationalpaper.com,322130,Paperboard Mills,Potential Primary End Market,Paper,32.436466,-86.46802
99,Continental Kraft Corp.,"100 Jericho Quadrangle # 219, Jericho, NY, 11753-2708",(516) 681-9090, ,322130,Paperboard Mills,Potential Primary End Market,Paper,40.784709,-73.5551
100,Enterprise Group,"100 Kingsley Park Dr, Fort Mill, SC, 29715-6476",(803) 802-8128,www.domtar.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",35.020397,-80.96504
101,"Domtar Paper Company, LLC","100 Kingsley Park Dr, Fort Mill, SC, 29715-6476",(803) 802-7500,www.domtar.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",35.020397,-80.96504
102,Domtar Industries LLC,"100 Kingsley Park Dr, Fort Mill, SC, 29715-6476",(803) 802-7500,www.domtar.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",35.020397,-80.96504
103,Star Paper Converters,"100 Labadie St, Ecorse, MI, 48229-1540",(313) 254-9833, ,322110,Pulp Mills,Potential Primary End Market,"Paper, Wood",42.243488,-83.14779
104,"Westrock Mwv, LLC","100 Leaksville Jct Rd, Cascade, VA, 24069-2200",(434) 685-1717,www.westrock.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",36.561771,-79.66029
105,Ahlstrom-Munksjo NA Specialty Solutions LLC,"100 Main St, Mosinee, WI, 54455-1440",(715) 693-2111,www.ahlstrom-munksjo.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",44.790257,-89.69336
106,Impackt Packaging Solutions,"100 Middlesex Ave, Carteret, NJ, 07008-3499",(908) 587-9200,www.impacktonline.com,322130,Paperboard Mills,Potential Primary End Market,Paper,40.571746,-74.22035
107,"Port Townsend Holdings Company, Inc.","100 Mill Rd, Port Townsend, WA, 98368-2246",(360) 385-3170,www.porttownsendfoundry.com,322110,Pulp Mills,Potential Primary End Market,"Paper, Wood",48.099796,-122.8125
108,Port Townsend Paper Corporation,"100 Mill Rd, Port Townsend, WA, 98368-2246",(360) 385-3170,www.ptpc.com,322130,Paperboard Mills,Potential Primary End Market,Paper,48.099796,-122.8125
109,Crown Paper Group Inc.,"100 Mill Rd, Port Townsend, WA, 98368-2246",(360) 385-3170,www.ptpc.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",48.099796,-122.8125
110,Georgia-Pacific Crossett LLC,"100 Mill Supply Rd, Crossett, AR, 71635-2700", ,www.gp-chemicals.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",33.1315,-91.9697
111,Georgia-Pacific Consumer Operations LLC,"100 Mill Supply Rd, Crossett, AR, 71635-2700",(870) 567-8365,www.gp.com,322110,Pulp Mills,Potential Primary End Market,"Paper, Wood",33.1321,-91.9703
112,Stora Enso North Americ,"100 N Central Ave, Duluth, MN, 55807-2400",(218) 628-5000,www.storaenso.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",46.735264,-92.16646
113,Verso Minnesota Wisconsin LLC,"100 N Central Ave, Duluth, MN, 55807-2462",(218) 628-5215, ,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",46.735264,-92.16646
114,Argotec LLC,"100 N Point Ctr E Ste 600, Alpharetta, GA, 30022-8263",(413) 772-2564, ,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",34.045702,-84.30051
115,"Schweitzer-Mauduit International, Inc.","100 N Point Ctr E Ste 600, Alpharetta, GA, 30022-8263",(800) 514-0186,www.swmintl.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",34.045613,-84.30056
116,"Caraustar Industries, Inc.","100 Newark Ave, Fitchburg, MA, 01420-4637",(978) 665-2632,www.greif.com,322130,Paperboard Mills,Potential Primary End Market,Paper,42.558354,-71.85008
117,Plastic Services Enterprises Inc.,"100 Niantic Ave Ste 104, Providence, RI, 02907-3146",(401) 490-3811,www.generefoods.com,322130,Paperboard Mills,Potential Primary End Market,Paper,41.800086,-71.4392
118,Ahlstrom-Munksjo NA Specialty Solutions LLC,"100 Paper Pl, Kronenwetter, WI, 54455-6000",(715) 693-4470,www.ahlstrom-munksjo.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",44.801,-89.6756
119,"Westrock Cp, LLC","100 Railroad Ave, Defuniak Springs, FL, 32433",(850) 892-2487,www.westrock.com,322130,Paperboard Mills,Potential Primary End Market,Paper,30.761384,-86.11331
120,Cand M Pupwood,"100 Redd Loop Rd, Natchez, MS, 39120-2139", , ,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",31.570046,-91.33413
121,"APC Paper Company, Inc.","100 Remington Ave, Norfolk, NY, 13667-4136",(315) 384-4225,www.apcpapergroup.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",44.805612,-74.99534
122,Verso Corporation,"100 Rver Ridge Dr Ste 112, Norwood, MA, 02062",(339) 788-1343,www.versoco.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",42.175328,-71.19145
123,Eagle Ridge Paper Ltd.,"100 S Anaheim Blvd # 250, Anaheim, CA, 92805-3848",(714) 780-1799,www.eagleridgepaper.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",33.835488,-117.9137
124,"Global Paper Solutions, Inc.","100 S Anaheim Blvd # 250, Anaheim, CA, 92805-3848",(714) 687-6102,www.globalpapersolutions.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",33.835488,-117.9137
125,"Paper Max, Inc.","100 S Anaheim Blvd # 250, Anaheim, CA, 92805-3848",(714) 780-0595,www.chartaglobal.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",33.835488,-117.9137
126,"Southeastern Paperboard, Inc.","100 S Harris Rd, Piedmont, SC, 29673-8637",(864) 277-7353,www.southeasternpaperboard.com,322130,Paperboard Mills,Potential Primary End Market,Paper,34.726399,-82.37757
127,"Creative Paper, Inc.","100 S Ludlow St, Worcester, MA, 01603-1022", , ,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",42.228609,-71.84891
128,Johnsonburg Paper Mill,"100 W Center St, Johnsonburg, PA, 15845-1444",(814) 965-2521,www.domtar.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",41.49401,-78.68171
129,"Domtar Paper Company, LLC","100 W Center St, Johnsonburg, PA, 15845-1444",(814) 965-2521,www.domtar.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",41.49401,-78.68171
130,John Franklin Mowery,"100 W Venice Ave Ste E, Venice, FL, 34285-1928",(202) 468-8644,www.restorepaper.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",27.099979,-82.44476
131,Roncco Ltd,"100 Washington St Ste 1-0, Hempstead, NY, 11550-3147", , ,322110,Pulp Mills,Potential Primary End Market,"Paper, Wood",40.709583,-73.6213
132,"Domtar Paper Company, LLC","100 Wisconsin River Dr, Port Edwards, WI, 54469-1436",(715) 887-5279,www.domtar.com,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",44.338088,-89.85992
133,Nekoosa Papers Inc.,"100 Wisconsin River Dr, Port Edwards, WI, 54469-1436", , ,322121,Paper (except Newsprint) Mills,Potential Primary End Market,"Paper, Wood",44.338088,-89.85992
134,Wrkco Inc.,"1000 Abernathy Rd Ste 12, Atlanta, GA, 30328-5606",(770) 448-2193, ,322130,Paperboard Mills,Potential Primary End Market,Paper,33.933529,-84.35509
135,"Westrock Converting, LLC","1000 Abernathy Rd Ste 125, Atlanta, GA, 30328-5639",(770) 448-2193,www.westrock.com,322130,Paperboard Mills,Potential Primary End Market,Paper,33.933524,-84.35546
136,Wrkco Inc.,"1000 Abernathy Rd Ste 125, Atlanta, GA, 30328-5639",(770) 448-2193,www.westrock.com,322130,Paperboard Mills,Potential Primary End Market,Paper,33.933524,-84.35546
137,"Westrock Packaging Systems, LLC","1000 Abernathy Rd Ste 125, Atlanta, GA, 30328-5639",(770) 448-2193, ,322130,Paperboard Mills,Potential Primary End Market,Paper,33.933529,-84.35509
