OBJECTID,Name,Address,Phone,Website,NAICS_Code,NAICS_Info,MarketType,Materials,Latitude,Longitude
18,"Krone Digital Communications, Inc","1 Greenwood Rd, Sidney, NE, 69162-9703",(308) 254-5310, ,331420,"Copper Rolling, Drawing, Extruding, and Alloying",Potential Primary End Market,Metals,41.1419,-102.9543
19,Nucor Corporation,"1 Harbison Way Ste 223, Columbia, SC, 29212-3407", ,www.nucor.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,34.072952,-81.14693
20,Global Tungsten & Powders Corp.,"1 Hawes St, Towanda, PA, 18848-2134",(570) 268-5000,www.globaltungsten.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,41.78685,-76.44677
21,"Sambo Industrial Co., Ltd.","1 Herbert Ave APT 2d, Port Washington, NY, 11050-2940",(516) 506-8439, ,331420,"Copper Rolling, Drawing, Extruding, and Alloying",Potential Primary End Market,Metals,40.830759,-73.68784
22,"Howmet Castings & Services, Inc.","1 Howmet Dr, Hampton, VA, 23661-1333",(757) 838-4680,www.alcoa.com,331512,Steel Investment Foundries,Potential Primary End Market,Metals,37.012232,-76.39545
23,Howmet Corporation,"1 Howmet Dr, Hampton, VA, 23661-1381",(757) 838-4680,www.theplayhouseatwhitelake.org,331512,Steel Investment Foundries,Potential Primary End Market,Metals,37.012232,-76.39545
24,"Oakdale Iron Works, Inc.","1 Industrial Park Dr, Oakdale, PA, 15071-1288", , ,331513,Steel Foundries (except Investment),Potential Primary End Market,Metals,40.400362,-80.18022
25,Gerdau Ameristeel US Inc.,"1 Industry Ave, Joliet, IL, 60435-2653", ,www.gerdau.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,41.550276,-88.08232
26,Vale Inc.,"1 Inmetco Dr, Ellwood City, PA, 16117-6231",(724) 758-2818, ,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",Potential Primary End Market,Metals,40.855994,-80.27647
27,Jamco Products Inc.,"1 Jamco CT, South Beloit, IL, 61080-2600",(815) 624-0400,www.jamcoproducts.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,42.468187,-89.05873
28,Harris Specialized Products Co,"1 Jimmy Ln, Pinehurst, TX, 77362-3483",(281) 356-4224,www.harris.com,331318,"Other Aluminum Rolling, Drawing, and Extruding",Potential Primary End Market,Metals,30.146716,-95.68937
29,"Kapp Alloy & Wire, Inc.","1 Klein St, Oil City, PA, 16301-1029",(814) 676-0613,www.kappalloy.com,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",Potential Primary End Market,Metals,41.430722,-79.71845
30,"Steel and Pipes, Inc.","1 Km 27 5 CA As, San Juan, PR,",(787) 747-9415,www.steelandpipespr.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,18.4189,-66.065
31,Capo and Kifer Pultrusions,"1 Locust Grv, Greenock, PA, 15047-1129",(412) 751-3489, ,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,40.2488,-79.8303
32,Superior Essex International LP,"1 Meadowlands Plz Ste 801, East Rutherford, NJ, 07073-2100",(201) 549-4400,www.superioressex.com,331420,"Copper Rolling, Drawing, Extruding, and Alloying",Potential Primary End Market,Metals,40.805889,-74.07744
33,Howmet Holdings Corporation,"1 Misco Dr, Whitehall, MI, 49461-1799",(231) 894-5686, ,331512,Steel Investment Foundries,Potential Primary End Market,Metals,43.398339,-86.34801
34,Howmet Corporation,"1 Misco Dr, Whitehall, MI, 49461-1799",(231) 894-5686,www.theplayhouseatwhitelake.org,331512,Steel Investment Foundries,Potential Primary End Market,Metals,43.398339,-86.34801
35,"Belden Holdings, Inc.","1 N Brentwood Blvd # 1500, Saint Louis, MO, 63105-3997",(314) 854-8000,www.belden.com,331420,"Copper Rolling, Drawing, Extruding, and Alloying",Potential Primary End Market,Metals,38.650665,-90.34147
36,Belden Finco Inc.,"1 N Brentwood Blvd FL 15, Saint Louis, MO, 63105-3997",(314) 854-8000,www.belden.com,331420,"Copper Rolling, Drawing, Extruding, and Alloying",Potential Primary End Market,Metals,38.650665,-90.34147
37,"Belden Technologies, Inc.","1 N Brentwood Blvd, Saint Louis, MO, 63105-3997",(314) 854-8000,www.belden.com,331420,"Copper Rolling, Drawing, Extruding, and Alloying",Potential Primary End Market,Metals,38.650665,-90.34147
38,"Belden Cdt Networking, Inc.","1 N Brentwood Blvd, Saint Louis, MO, 63105-3997",(314) 854-8000,www.belden.com,331420,"Copper Rolling, Drawing, Extruding, and Alloying",Potential Primary End Market,Metals,38.650665,-90.34147
39,"Tms International, LLC","1 N Broadway Stop 380, Gary, IN, 46402-3101",(219) 885-7491,www.tmsinternational.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,41.608415,-87.33718
40,"Tms International, LLC","1 N Broadway, Gary, IN, 46402-3101",(219) 881-0266,www.tmsinternational.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,41.608415,-87.33718
41,Cleveland-Cliffs Steel LLC,"1 N Broadway, Gary, IN, 46402-3101", ,www.corporate.arcelormittal.com,331513,Steel Foundries (except Investment),Potential Primary End Market,Metals,41.608415,-87.33718
42,International Mill Service Inc.,"1 N Broadway, Gary, IN, 46402-3101",(219) 881-0155,www.ussteel.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,41.608415,-87.33718
43,United States Steel Corp,"1 N Broadway, Gary, IN, 46402-3199",(219) 888-2000,www.ussteel.com,331513,Steel Foundries (except Investment),Potential Primary End Market,Metals,41.608415,-87.33718
44,IMS Surface Conditioning,"1 N Buchanan St, Gary, IN, 46402-1060",(219) 881-0155, ,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,41.6097,-87.3522
45,"Tms International, LLC","1 Nucor Way, Bourbonnais, IL, 60914-3213",(815) 939-1178,www.tmsinternational.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,41.1671,-87.8814
46,"Nucor Steel Kankakee, Inc.","1 Nucor Way, Bourbonnais, IL, 60914-3213",(815) 937-3131,www.nucor.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,41.1671,-87.8814
47,"Ross Mould, LLC","1 Omco Sq, Winchester, IN, 47394-1131", ,www.rossint.com,331511,Iron Foundries,Potential Primary End Market,Metals,40.175067,-84.98151
48,First Taconite Company,"1 Oxford Ctr, Pittsburgh, PA, 15219-1400", , ,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,40.4378,-79.998
49,"Solsil, Inc.","1 Penn Plz Ste 2514, New York, NY, 10119-2514",(212) 798-8107, ,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,40.7512,-73.992
50,General Foundries Inc.,"1 Progress Rd, North Brunswick, NJ, 08902-4325",(732) 951-9001,www.generalfoundriesinc.com,331511,Iron Foundries,Potential Primary End Market,Metals,40.424125,-74.51691
51,Tailwind Technologies Inc.,"1 Propeller Pl, Piqua, OH, 45356-2655",(937) 778-4200,www.tailwindtechnologiesinc.com,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",Potential Primary End Market,Metals,40.141081,-84.26891
52,United States Steel Corp,"1 Quality Dr, Ecorse, MI, 48229-1819",(313) 749-2100,www.ussteel.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,42.256391,-83.13444
53,"Tms International, LLC","1 Quality Dr, Ecorse, MI, 48229-1819",(313) 378-6502,www.tmsinternational.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,42.256391,-83.13444
54,Lv.,"1 River Pl APT 2903, New York, NY, 10036-4385", , ,331318,"Other Aluminum Rolling, Drawing, and Extruding",Potential Primary End Market,Metals,40.761092,-74.00002
55,Corning Oak Holding Inc.,"1 Riverfront Plz, Corning, NY, 14831-0002",(607) 974-9000,www.corning.com,331420,"Copper Rolling, Drawing, Extruding, and Alloying",Potential Primary End Market,Metals,42.142,-77.0577
56,The Renco Group Inc,"1 Rockefeller Plz FL 29, New York, NY, 10020-2021",(212) 541-6000,www.rencogroup.net,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,40.757917,-73.97923
57,Cleveland-Cliffs Steel LLC,"1 S Dearborn St FL 13, Chicago, IL, 60603-2302",(312) 899-3500,www.corporate.arcelormittal.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,41.881871,-87.62933
58,Cleveland-Cliffs Steel LLC,"1 S Dearborn St FL 19, Chicago, IL, 60603-2302",(312) 346-0300,www.usa.arcelormittal.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,41.881871,-87.62933
59,Arcelormittal International America LLC,"1 S Dearborn St Ste 1800, Chicago, IL, 60603-2308",(312) 899-3400,www.corporate.arcelormittal.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,41.881871,-87.62933
60,Mittal Steel USA Inc.,"1 S Dearborn St Ste 1800, Chicago, IL, 60603-2308",(312) 899-3440, ,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,41.881871,-87.62933
61,Arcelormittal USA Research LLC,"1 S Dearborn St Ste 1800, Chicago, IL, 60603-2308", , ,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,41.881871,-87.62933
62,Cleveland-Cliffs Steel LLC,"1 S Dearborn St Ste 2100, Chicago, IL, 60603-2307",(312) 899-3400,www.corporate.arcelormittal.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,41.881871,-87.62933
63,Arcelormittal Sales and Administration LLC,"1 S Dearborn St, Chicago, IL, 60603-2302", , ,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,41.881871,-87.62933
64,"Century California, LLC","1 S Wacker Dr Ste 1000, Chicago, IL, 60606-4616", , ,331318,"Other Aluminum Rolling, Drawing, and Extruding",Potential Primary End Market,Metals,41.8819,-87.63679
65,"Century Kentucky, Inc.","1 S Wacker Dr Ste 1000, Chicago, IL, 60606-4616", ,www.centuryaluminum.com,331318,"Other Aluminum Rolling, Drawing, and Extruding",Potential Primary End Market,Metals,41.8819,-87.63679
66,"Mt. Holly Commerce Park, LLC","1 S Wacker Dr Ste 1000, Chicago, IL, 60606-4616", , ,331318,"Other Aluminum Rolling, Drawing, and Extruding",Potential Primary End Market,Metals,41.8819,-87.63679
67,Nordural U.S. LLC,"1 S Wacker Dr Ste 1000, Chicago, IL, 60606-4616", ,www.centuryaluminum.com,331318,"Other Aluminum Rolling, Drawing, and Extruding",Potential Primary End Market,Metals,41.8819,-87.63679
68,"Century Louisiana, Inc.","1 S Wacker Dr Ste 1000, Chicago, IL, 60606-4616", , ,331318,"Other Aluminum Rolling, Drawing, and Extruding",Potential Primary End Market,Metals,41.8819,-87.63679
69,Century Aluminum Company,"1 S Wacker Dr Ste 1000, Chicago, IL, 60606-4616",(312) 696-3101,www.centuryaluminum.com,331318,"Other Aluminum Rolling, Drawing, and Extruding",Potential Primary End Market,Metals,41.8819,-87.63679
70,"Sanders Lead Company, Inc.","1 Sanders Rd, Troy, AL, 36079-2504",(334) 566-1563,www.wileysanders.com,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",Potential Primary End Market,Metals,31.786789,-85.98041
71,"Hitchiner Manufacturing Co., Inc.","1 Scarborough Ln, Milford, NH, 03055-3117",(603) 673-1100,www.hitchiner.com,331512,Steel Investment Foundries,Potential Primary End Market,Metals,42.83584,-71.70558
72,Bayou Steel Group LLC,"1 Sound Shore Dr Ste 203, Greenwich, CT, 06830-7251", , ,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,41.027558,-73.60554
73,"Outokumpu Stainless Usa, LLC","1 Steel Dr, Calvert, AL, 36513",(847) 317-1400,www.outokumpu.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,31.1537,-88.007
74,"C M C Steel Fabricators, Inc.","1 Steel Mill Dr, Seguin, TX, 78155-7510",(830) 372-8200,www.cmc.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,29.579063,-98.02601
75,"Set Enterprises of Mi, Inc.","1 Steel Way, North Vernon, IN, 47265-1243",(812) 346-1700,www.setenterprises.com,331513,Steel Foundries (except Investment),Potential Primary End Market,Metals,39.011702,-85.63034
76,"Tms International, LLC","1 Thyssnkrupp Dr Paul Byo Paul Bayou, Calvert, AL, 36513",(251) 829-9704,www.tmsinternational.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,31.1537,-88.007
77,Ross Precision Manufacturing Inc.,"1 Tibbits Ave, Green Island, NY, 12183-1430",(518) 273-3912,www.rossprecisionmfg.com,331529,Other Nonferrous Metal Foundries (except Die-Casting),Potential Primary End Market,Metals,42.755987,-73.67642
78,Balero,"1 Valero Way, Ardmore, OK, 73401-1615",(580) 221-6202, ,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,34.2,-97.1109
79,Kokkino Inc.,"1 Vanderbilt Ave FL 52, New York, NY, 10017-3852",(212) 338-5100, ,331529,Other Nonferrous Metal Foundries (except Die-Casting),Potential Primary End Market,Metals,40.752522,-73.97822
80,The Charles C Lewis Company,"1 W Interstate St Ste 200, Cleveland, OH, 44146-4256",(440) 439-3150,www.charlesclewis.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,41.380136,-81.52996
81,American Alloy Wire Corp,"1 Wire Rd, Newtown, CT, 06470-1613", ,www.americanalloycorp.com,331420,"Copper Rolling, Drawing, Extruding, and Alloying",Potential Primary End Market,Metals,41.417378,-73.29574
82,"Iowa Aluminum, Inc.","10 27th Ave E, Albia, IA, 52531-8595",(641) 932-7410,www.iowaaluminum.com,331318,"Other Aluminum Rolling, Drawing, and Extruding",Potential Primary End Market,Metals,41.0028,-92.8106
83,Polstal Corporation,"10 Admiral Ln, Wilton, CT, 06897-4710",(203) 849-7788,www.polstal.com,331513,Steel Foundries (except Investment),Potential Primary End Market,Metals,41.170615,-73.39387
84,"Ofs Fitel, LLC","10 Brightwave Blvd, Carrollton, GA, 30117-5262",(770) 836-8032,www.ofsoptics.com,331420,"Copper Rolling, Drawing, Extruding, and Alloying",Potential Primary End Market,Metals,33.61383,-85.10274
85,Ofc Bright Wave LLC,"10 Brightwave Blvd, Carrollton, GA, 30117-5262",(770) 838-5212,www.ofsoptics.com,331420,"Copper Rolling, Drawing, Extruding, and Alloying",Potential Primary End Market,Metals,33.61383,-85.10274
86,PH Tool,"10 Callowhill Rd, Doylestown, PA, 18901-5005",(215) 822-1933,www.phtool.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,40.306854,-75.20124
87,Pac Tool Mounting Corp,"10 Central Ave, Lancaster, NY, 14086-2102",(716) 683-7413,www.pactoolmounts.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,42.900793,-78.67049
88,"Diecast Connections Company, Inc.","10 Cordage Park Cir # 222, Plymouth, MA, 02360-7318",(413) 592-8444,www.diecastconnections.com,331523,Nonferrous Metal Die-Casting Foundries,Potential Primary End Market,Metals,41.978365,-70.68918
89,Unique Extrusions Incorporated,"10 Countyline Dr, Cromwell, CT, 06416-1175",(860) 632-1314,www.uniqueextrusions.com,331318,"Other Aluminum Rolling, Drawing, and Extruding",Potential Primary End Market,Metals,41.6171,-72.6799
90,Pashelinsky Trading Corp,"10 Fontyne Kill Rd, Woodstock, NY, 12498-2237", , ,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",Potential Primary End Market,Metals,42.03701,-74.08208
91,Sml USA Inc,"10 G St Ne Ste 600, Washington, DC, 20002-4253", ,www.smlstainless.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,38.898936,-77.0087
92,"Atrenne Computing Solutions, LLC","10 Mupac Dr, Brockton, MA, 02301-5548",(508) 588-6110,www.atrenne.com,331318,"Other Aluminum Rolling, Drawing, and Extruding",Potential Primary End Market,Metals,42.051947,-71.05271
93,"Heidtman Steel Products, Inc.","10 Northgate Indus Dr, Granite City, IL, 62040-6842",(618) 451-0052,www.heidtman.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,38.744898,-90.1303
94,Venture Vanadium Inc.,"10 Post Office Sq FL 8, Boston, MA, 02109-4629", , ,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",Potential Primary End Market,Metals,42.357329,-71.0561
95,"Production Pattern and Foundry Co., Inc.","10 Ppf Way, Mound House, NV, 89706",(775) 283-4050,www.ppfco.com,331524,Aluminum Foundries (except Die-Casting),Potential Primary End Market,Metals,39.231014,-119.6662
96,"Noble Metals Services, Inc.","10 Ross Simons Dr Unit 1, Cranston, RI, 02920-4481", ,www.noblemetalservices.com,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",Potential Primary End Market,Metals,41.738916,-71.45418
97,Howmet Aerospace Inc,"10 Roy St, Dover, NJ, 07801-4325", ,www.howmet.com,331318,"Other Aluminum Rolling, Drawing, and Extruding",Potential Primary End Market,Metals,40.881263,-74.52982
98,"Howmet Castings & Services, Inc.","10 Roy St, Dover, NJ, 07801-4325",(973) 361-2310, ,331512,Steel Investment Foundries,Potential Primary End Market,Metals,40.881263,-74.52982
99,V-Tron Electronics Corp.,"10 Venus Way, Attleboro, MA, 02703-8126",(508) 761-9100,www.v-tron.com,331420,"Copper Rolling, Drawing, Extruding, and Alloying",Potential Primary End Market,Metals,41.903626,-71.33778
100,"Q Aluminum, LLC","10 Willow Pond Rd, New Berlin, PA, 17855-8000",(570) 966-2800,www.qcastalum.com,331524,Aluminum Foundries (except Die-Casting),Potential Primary End Market,Metals,40.878043,-76.98097
101,American Precision Die Casting,"100 American Way, Cuba, MO, 65453-7339",(573) 885-0018,www.americanprecisiondiecasting.com,331523,Nonferrous Metal Die-Casting Foundries,Potential Primary End Market,Metals,38.0385,-91.4315
102,Aluko America Inc.,"100 Challenger Rd Ste 110, Ridgefield Park, NJ, 07660-2121",(201) 932-5919, ,331318,"Other Aluminum Rolling, Drawing, and Extruding",Potential Primary End Market,Metals,40.852729,-74.01211
103,"Bodine Aluminum, Inc.","100 Cherry Blossom Way, Troy, MO, 63379-2516",(314) 423-8200, ,331523,Nonferrous Metal Die-Casting Foundries,Potential Primary End Market,Metals,38.965338,-90.96913
104,Commercial Metals Company,"100 Columbia 7 B, Magnolia, AR, 71753",(870) 234-8703,www.cmc.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,33.206373,-93.22274
105,"Selectrode Industries, Inc.","100 Commerce Way, Aliquippa, PA, 15001-4880",(724) 378-6351,www.selectrode.com,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",Potential Primary End Market,Metals,40.561292,-80.2736
106,Swiss Tool Corporation,"100 Court St, Copiague, NY, 11726-1287",(631) 842-7766,www.swisstoolcorp.com,331318,"Other Aluminum Rolling, Drawing, and Extruding",Potential Primary End Market,Metals,40.695774,-73.39616
107,Wheel Fix It Corp,"100 E Old Country Rd, Mineola, NY, 11501-4633", , ,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,40.740078,-73.63343
108,Greenbrook Tms Neurohealth Center,"100 Eastshore Dr Ste 110, Glen Allen, VA, 23059-5758",(804) 980-7520,www.greenbrooktms.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,37.685052,-77.58831
109,Titanium Data LLC,"100 Farmbrook Way, Senoia, GA, 30276-6610", , ,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",Potential Primary End Market,Metals,33.270516,-84.60205
110,"National Electric Wire Company, Inc.","100 Goldman Dr, Cream Ridge, NJ, 08514-2530",(609) 758-3600,www.nationalelectricwire.com,331420,"Copper Rolling, Drawing, Extruding, and Alloying",Potential Primary End Market,Metals,40.086649,-74.52717
111,"Hydro Precision Tubing Usa, LLC","100 Gus Hipp Blvd, Rockledge, FL, 32955-4701",(321) 636-8147, ,331318,"Other Aluminum Rolling, Drawing, and Extruding",Potential Primary End Market,Metals,28.304475,-80.70593
112,"Sapa Precision Tubing Adrian, Inc.","100 Gus Hipp Blvd, Rockledge, FL, 32955-4701",(321) 636-8147,www.hydro.com,331318,"Other Aluminum Rolling, Drawing, and Extruding",Potential Primary End Market,Metals,28.304475,-80.70593
113,"R L M Industries, Inc.","100 Hummer Lake Rd, Oxford, MI, 48371-2304",(248) 628-5103,www.rlmcastings.com,331512,Steel Investment Foundries,Potential Primary End Market,Metals,42.85495,-83.29204
114,"AFL Network Services, Inc.","100 Impulse Way, Mount Olive, NC, 28365-8691",(919) 658-2311,www.aflglobal.com,331420,"Copper Rolling, Drawing, Extruding, and Alloying",Potential Primary End Market,Metals,35.222032,-78.04381
115,Stefanie Stein,"100 Jay St, Brooklyn, NY, 11201-1546",(718) 855-2930,www.stefaniestein.com,331513,Steel Foundries (except Investment),Potential Primary End Market,Metals,40.700935,-73.98684
116,Metalration,"100 Liberty Pkwy, Clarksville, TN, 37040-3836",(931) 216-8028,www.metalration.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,36.523778,-87.3288
117,"Benedict-Miller, LLC","100 N 12th St Ste 5, Kenilworth, NJ, 07033-1178",(908) 497-1477,www.benedict-miller.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,40.678084,-74.29998
118,McDonald Steel Corporation,"100 Ohio Ave, Mc Donald, OH, 44437-1954",(330) 530-9118,www.mcdonaldsteel.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,41.17178,-80.72628
119,"Tms International, LLC","100 Old Hwy 90, Vidor, TX, 77662",(409) 768-1241,www.tmsinternational.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,30.1488,-94.0103
120,"Brinkman Precision, Inc.","100 Park Centre Dr, West Henrietta, NY, 14586-9688",(585) 429-5001,www.brinkmanprecision.com,331512,Steel Investment Foundries,Potential Primary End Market,Metals,43.072105,-77.67055
121,Parker-Hannifin Corporation,"100 Parker Rd, Greenfield, TN, 38230-3957",(731) 235-3122,www.phtruck.com,331529,Other Nonferrous Metal Foundries (except Die-Casting),Potential Primary End Market,Metals,36.175001,-88.80826
122,Prince Minerals LLC,"100 Pemco Dr, Leesburg, AL, 35983-6000",(256) 526-8522,www.princecorp.com,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",Potential Primary End Market,Metals,34.1848,-85.7679
123,Cleveland-Cliffs Weirton LLC,"100 Pennsylvania Ave, Weirton, WV, 26062-2315",(304) 797-2000,www.corporate.arcelormittal.com,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Potential Primary End Market,Metals,40.418967,-80.58933
124,"Busche Performance Group, Inc.","100 Progress Way W Plant1, Avilla, IN, 46710-9669",(260) 636-7030,www.mobexglobal.com,331524,Aluminum Foundries (except Die-Casting),Potential Primary End Market,Metals,41.362451,-85.23056
125,"Continuous Cast Alloys, LLC","100 Quarry Rd, Rochelle, IL, 61068-3510",(815) 562-8200,www.ccalloys.com,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",Potential Primary End Market,Metals,41.91453,-89.05418
