GHGRP ID,Landfill ID,Landfill Name,State,Physical Address,City,County,Zip Code,Latitude,Longitude,Ownership Type,Landfill Owner Organization(s),Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Waste in Place (tons),Waste in Place Year,LFG Collection System In Place?,LFG Collected (mmscfd),LFG Flared (mmscfd),Project ID,Current Project Status,Project Name,Project Start Date,Project Shutdown Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided
,11501,Cherokee County Subtitle D MSW Facility,NC,10160 US 19,Marble,Cherokee,28905,35.1786,-83.91,Public,"Cherokee County, NC",,2042,Open,,,No,,,181009-0,Unknown,,,,Unknown,Unknown,,,,,,
1005594,1062,City of Albemarle LF,NC,40592B Stony Gap Road,Albemarle,Stanly,28001,35.305596,-80.152665,Public,"City of Albemarle, NC",1974,2055,Open,"2,605,037",2022,No,,,1135-0,Candidate,,,,Unknown,Unknown,,,,,,
1007078,1063,City of Durham SLF,NC,2115 E. Club Boulevard,Durham,Durham,27704,36.02604,-78.85641,Public,"City of Durham, NC",1973,1998,Closed,"3,600,000",,Yes,1.14,,1136-0,Shutdown,Project #1,12/15/2009,12/31/2017,Electricity,Reciprocating Engine,,2,2.2,,0.0000,0.0000
1007078,1063,City of Durham SLF,NC,2115 E. Club Boulevard,Durham,Durham,27704,36.02604,-78.85641,Public,"City of Durham, NC",1973,1998,Closed,"3,600,000",,Yes,1.14,,1136-1,Operational,"Project #1, De-Expansion #1",1/1/2018,,Electricity,Reciprocating Engine,,1.8,,0.82,0.0911,0.0087
1006978,1064,City of Greensboro White Street Landfill,NC,2503 White Street,Greensboro,Guilford,27405,36.107,-79.73,Public,"City of Greensboro, NC",1965,2005,Closed,"4,907,835",2005,Yes,2.52,1.863,1137-0,Shutdown,Project #1,1/1/1997,12/31/2003,Direct,Boiler,,,,2.2,,
1006978,1064,City of Greensboro White Street Landfill,NC,2503 White Street,Greensboro,Guilford,27405,36.107,-79.73,Public,"City of Greensboro, NC",1965,2005,Closed,"4,907,835",2005,Yes,2.52,1.863,1137-1,Shutdown,"Project #1, De-Expansion #1",1/1/2004,12/31/2017,Direct,Boiler,,,,0.97,,
1006978,1064,City of Greensboro White Street Landfill,NC,2503 White Street,Greensboro,Guilford,27405,36.107,-79.73,Public,"City of Greensboro, NC",1965,2005,Closed,"4,907,835",2005,Yes,2.52,1.863,200964-0,Operational,Project #2,6/30/2019,,Electricity,Reciprocating Engine,,1.19,1.6,0.66,0.0602,0.0057
,1068,Clay County LF,NC,,,Clay,,,,Public,"Clay County, NC",1982,1996,Closed,"52,189",,No,,,1141-0,Low Potential,,,,Unknown,Unknown,,,,,,
1005825,1069,Cleveland County LF,NC,"1609 Airport Road
250 Fielding Road",Shelby,Cleveland,28150,35.3287,-81.477,Public,"Cleveland County, NC",1971,2080,Open,"5,450,931",2022,No,,,1142-0,Candidate,,,,Unknown,Unknown,,,,,,
,1070,Cliffside South Rutherford County LF,NC,SR 2138 Avondale Landfill Road,Forest City,Rutherford,28043,35.27,-81.806,Public,"Rutherford County, NC",1977,1994,Closed,"209,084",,No,,,1143-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1072,"Columbus County, ARS",NC,354 Landfill Road SR-1428,Whiteville,Columbus,28472,34.2941,-78.7543,Public,"Columbus County, NC",1973,1997,Closed,"1,250,000",1997,Yes,0.14,0.03,1145-0,Operational,Project #1a,12/1/2013,,Direct,Greenhouse,,,,0.03,0.0029,0.0003
,1072,"Columbus County, ARS",NC,354 Landfill Road SR-1428,Whiteville,Columbus,28472,34.2941,-78.7543,Public,"Columbus County, NC",1973,1997,Closed,"1,250,000",1997,Yes,0.14,0.03,200413-0,Operational,Project #1b,2/11/2013,,Electricity,Reciprocating Engine,,0.21,0.255,0.08,0.0106,0.0010
,1073,Craven County LF,NC,7400 Old US 70 Highway,New Bern,Craven,28562,35.1682,-77.2282,Public,Craven County,1982,2012,Closed,"985,028",,No,,,1146-0,Low Potential,,,,Unknown,Unknown,,,,,,
1001627,1075,Cumberland County Ann Street Landfill,NC,698 Ann Street,Fayetteville,Cumberland,28301,35.067907,-78.861852,Public,"Cumberland County, NC",1980,2025,Open,"5,514,389",2022,Yes,1.62,1.017,1148-0,Operational,Project #1,12/1/1997,,Direct,Boiler,,,,0.606,0.0594,0.0052
,1076,Currituck County LF,NC,,,Currituck,,,,Public,Currituck County,1974,1994,Closed,"251,370",,No,,,1149-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1126,Dan Johnson LF,NC,"SR 1931
near town",Ronda,Wilkes,28621,,,Private,Dan Johnson,1975,1993,Closed,"82,099",,No,,,1200-0,Low Potential,,,,Unknown,Unknown,,,,,,
1004204,1077,Davidson County LF,NC,1242 Old Highway 29,Thomasville,Davidson,27360,35.8324,-80.1756,Public,"Davidson County, NC",1985,2048,Open,"3,962,608",2022,Yes,0.747,0.08,1150-0,Operational,Project #1,12/1/2010,,Electricity,Reciprocating Engine,,1.4,1.6,0.67,0.0708,0.0068
,1078,Davie County LF,NC,360 Dalton Road,Mocksville,Davie,27028,35.87509,-80.52091,Public,Davie County,1972,1999,Closed,"431,466",,No,,,1151-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1079,Duplin County LF,NC,,Kenansville,Duplin,,,,Public,Duplin County,1973,1992,Closed,"595,645",,No,,,1152-0,Low Potential,,,,Unknown,Unknown,,,,,,
1003101,1080,East Carolina Regional LF,NC,1922 Republican Road,Aulander,Bertie,27805,36.112286,-77.071925,Private,"Republic Services, Inc.",1993,2041,Open,"14,067,588",2022,Yes,4.115,4.115,1153-0,Planned,Project #1,12/31/2024,,Renewable Natural Gas,Other,Pipeline Injection,,,,,
,1081,East Lake LF-Dare County,NC,,East Lake,Dare,,35.89308,-75.96674,Public,Dare County,1982,1996,Closed,"643,568",,No,,,1154-0,Low Potential,,,,Unknown,Unknown,,,,,,
1000554,1082,Edgecombe County LF,NC,2872 Colonial Road,Tarboro,Edgecombe,27886,35.822,-77.565,Public,"Edgecombe County, NC",1980,2044,Open,"1,800,000",2013,Yes,0.36,,1155-0,Operational,Project #1,4/1/2014,,Electricity,Reciprocating Engine,,0.74,0.74,0.36,0.0375,0.0036
1004405,1146,Feltonsville Sanitary Landfill,NC,6000 Old Smithfield Road,Apex,Wake,27502,35.682,-78.85,Public,"Wake County, NC",1977,2004,Closed,"1,433,604",,Yes,0.177,0.177,1220-0,Low Potential,,,,Unknown,Unknown,,,,,,
1007044,2200,Foothills Environmental Landfill,NC,2800 Cheraw Road,Lenoir,Caldwell,28645,35.915,-81.593,Private,"Republic Services, Inc.",1998,2038,Open,"7,082,170",2022,Yes,2.282,2.282,180283-0,Operational,Project #1,9/12/2023,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,3.96,0.3883,0.0313
,1083,Franklin County LF,NC,10 Landfill Road,Franklinton,Franklin,27525,36.064,-78.378,Public,"Franklin County, NC",1973,1995,Closed,"624,283",,No,,,1156-0,Low Potential,,,,Unknown,Unknown,,,,,,
1005137,1084,Gaston County LF,NC,3155 Philadelphia Church Road,Dallas,Gaston,28034,35.3886,-81.1718,Public,"Gaston County, NC",1987,2035,Open,"4,838,741",2022,Yes,1.487,0.074,1157-0,Operational,Project #1,8/31/2011,,Electricity,Reciprocating Engine,,1.74,2.8,0.807,0.0881,0.0084
1005137,1084,Gaston County LF,NC,3155 Philadelphia Church Road,Dallas,Gaston,28034,35.3886,-81.1718,Public,"Gaston County, NC",1987,2035,Open,"4,838,741",2022,Yes,1.487,0.074,1157-1,Operational,"Project #1, Expansion #1",1/1/2016,,Electricity,Reciprocating Engine,,0.87,1.4,0.403,0.0440,0.0042
,1085,Graham County LF,NC,,Robbinsville,Graham,,,,Public,"Graham County, NC",1973,1999,Closed,"117,713",,No,,,1158-0,Low Potential,,,,Unknown,Unknown,,,,,,
1013633,20756,Great Oak Landfill,NC,3597 Old Cedar Falls Road,Randleman,Randolph,27317,35.746,-79.752,Public,"Randolph County, NC",2017,2041,Open,"3,433,577",2022,Yes,1.425,1.425,200980-0,Candidate,,,,Unknown,Unknown,,,,,,
,1088,Greene County Landfill,NC,105 Landfill Road,Walstonburg,Greene,27888,35.52515,-77.69514,Public,"Greene County, NC",1982,1991,Closed,"147,289",,No,,,1161-0,Low Potential,,,,Unknown,Unknown,,,,,,
1003137,1067,Hanes Mill Road Landfill,NC,325 West Hanes Mill Road,Winston-Salem,Forsyth,27105,36.1869,-80.2806,Public,"City of Winston-Salem, NC",1972,2036,Open,"12,940,263",2022,Yes,2.522,0.288,1140-0,Operational,Project #1,7/1/1996,,Electricity,Gas Turbine,,3.81,4.5,2.24,0.1928,0.0184
,1090,Harnett County LF,NC,"449 Daniels Road
End of SR-1724",Dunn,Harnett,28334,35.3535,-78.6537,Public,"Harnett County, NC",1976,,Closed,"1,154,018",,Yes,,0.432,1163-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1091,Haywood County LF,NC,Francis Farm Road,Haywood,Haywood,28721,35.504,-82.9588,Public,"Haywood County, NC",1973,1993,Closed,"550,000",1993,Yes,0.23,,1164-0,Shutdown,Project #1,6/25/2012,12/31/2020,Electricity,Reciprocating Engine,,0.075,0.075,,,
1011696,1092,Haywood County White Oak LF,NC,3898 Fines Creek Road,Waynesville,Haywood,28785,35.66343,-82.99866,Public,"Haywood County, NC",1993,2049,Open,"2,290,321",2022,No,,,1165-0,Candidate,,,,Unknown,Unknown,,,,,,
1005993,1093,Henderson County LF,NC,802 Stoney Mountain Road,Hendersonville,Henderson,28791,35.355,-82.496,Public,"Henderson County, NC",1960,2001,Closed,"2,100,000",,Shutdown,0.5,0.5,1166-0,Shutdown,Project #1,1/1/1997,12/31/2010,Direct,Boiler,,,,0.82,,
1005993,1093,Henderson County LF,NC,802 Stoney Mountain Road,Hendersonville,Henderson,28791,35.355,-82.496,Public,"Henderson County, NC",1960,2001,Closed,"2,100,000",,Shutdown,0.5,0.5,1166-1,Shutdown,"Project #1, De-Expansion #1",1/1/2011,12/31/2013,Direct,Boiler,,,,0.36,,
,1094,Hertford County LF,NC,Hwy 158 and SR-1203,Winton,Hertford,27986,36.3838,-76.9367,Public,"Hertford County, NC",1973,1995,Closed,"1,000,000",,No,,,1167-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1097,Hoke County LF,NC,Airport Road,Raeford,Hoke,28376,35.01388,-79.19535,Public,Hoke County,1971,1994,Closed,"354,726",,No,,,1170-0,Low Potential,,,,Unknown,Unknown,,,,,,
1006514,1098,Iredell County LF,NC,354 Twin Oaks Road,Statesville,Iredell,28625,35.7768,-80.8244,Public,"Iredell County, NC",1978,2038,Open,"6,075,863",2022,Yes,1.309,0.035,1172-0,Operational,Project #1,8/15/2008,,Electricity,Reciprocating Engine,,2.87,3.2,1.37,0.1452,0.0139
,1099,Jackson County Landfill,NC,,Dillsboro,Jackson,28779,35.371,-83.261,Public,"Jackson County, NC",1974,1996,Closed,"750,000",1996,Yes,0.036,0,1173-0,Operational,Project #1 - Direct Thermal,10/6/2006,,Direct,Direct Thermal,,,,0.036,0.0035,0.0003
,1099,Jackson County Landfill,NC,,Dillsboro,Jackson,28779,35.371,-83.261,Public,"Jackson County, NC",1974,1996,Closed,"750,000",1996,Yes,0.036,0,1173-1,Shutdown,Project #1 - Boiler,10/23/2006,12/31/2007,Direct,Boiler,,,,,0.0000,0.0000
,2272,JMN Landfill,NC,345 Roseborough Road,Grover,Cleveland,28073,35.2096,-81.5013,Private,"Republic Services, Inc.",,,Open,,,No,,,180362-0,Unknown,,,,Unknown,Unknown,,,,,,
1004252,1100,Johnston County MSW LF,NC,680 County Home Road,Smithfield,Johnston,27577,35.5117,-78.4295,Public,"Johnston County, NC",1973,2057,Open,"4,488,131",2022,Yes,0.455,0,1174-0,Operational,Project #1,6/19/2013,,Electricity,Reciprocating Engine,,1.02,1.6,0.484,0.0516,0.0049
,1101,Jones County LF,NC,State Road 1343,Trenton,Jones,28585,35.059,-77.341,Public,"Jones County, NC",1972,,Closed,"156,630",,No,,,1175-0,Unknown,,,,Unknown,Unknown,,,,,,
1000365,1065,Kersey Valley Landfill,NC,3940 E. Kivett Drive,Jamestown,Guilford,27282,35.9603,-79.9401,Public,City of High Point Department of Public Services,1993,2037,Open,"3,345,134",2022,No,,,1138-0,Candidate,,,,Unknown,Unknown,,,,,,
,1102,Lee County LF,NC,8200 Landfill Road,Sanford,Lee,27332,35.372,-79.194,Public,"Lee County, NC",1972,1999,Closed,"935,481",,No,,,1176-0,Low Potential,,,,Unknown,Unknown,,,,,,
1005026,1103,Lenoir County LF,NC,2949 Hodges Farm Road,La Grange,Lenoir,28551,35.282,-77.7114,Public,"Lenoir County, NC",1980,2008,Closed,"1,437,973",2008,No,,,1177-0,Low Potential,,,,Unknown,Unknown,,,,,,
1005461,1104,Lincoln County Landfill,NC,5291 Crouse Road,Crouse,Lincoln,28033,35.430224,-81.352521,Public,"Lincoln County, NC",1988,2035,Open,"1,447,485",2022,No,,,1178-0,Candidate,,,,Unknown,Unknown,,,,,,
,1105,Macon County LF,NC,1448 Lakeside Drive,Franklin,Macon,28734,35.202,-83.38,Public,"Macon County, NC",1992,2046,Open,"684,342",2016,No,,,1179-0,Future Potential,,,,Unknown,Unknown,,,,,,
,1107,Madison County LF 1,NC,389 Long Branch Road,Marshall,Madison,28753,35.8043,-82.6325,Public,"Madison County, NC",1974,1993,Closed,"181,770",,No,,,1181-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1155,Madison County LF 2,NC,271 Craig Rudisill Road,Marshall,Madison,28753,35.809,-82.72,Public,"Madison County, NC",1993,2004,Closed,"65,047",2004,No,,,1229-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1108,McDowell County LF,NC,3809 NC 226 South,Marion,McDowell,28752,35.657,-81.955,Public,"McDowell County, NC",1971,1996,Closed,"735,300",1996,No,,,1182-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1109,Mecklenburg County LF,NC,7819 Harrisburg Road,Charlotte,Mecklenburg,28215,35.2223,-80.6855,Public,"Mecklenburg County, NC",1973,1996,Closed,"3,710,642",,No,,,1183-0,Low Potential,,,,Unknown,Unknown,,,,,,
,21129,Montgomery County Landfill,NC,"SR 1137
Landfill Road",Troy,Montgomery,,35.330883,-79.963404,Private,"Republic Services, Inc.",1980,1997,Closed,"1,300,000",1997,Yes,,,1184-0,Operational,Combination Project,7/28/2014,,Electricity,Reciprocating Engine,,4.01,9.6,2.1,0.1015,0.0097
,1111,Moore County LF,NC,456 Turning Leaf Way (Landfill Road),Aberdeen,Moore,28315,35.151,-79.4707,Public,"Moore County, NC",1974,1993,Closed,"1,315,238",,No,,,1185-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1112,Nash County LF,NC,3057 Duke Road SR 1411,Nashville,Nash,27856,36.0616,-77.9785,Public,"Nash County, NC",1976,1997,Closed,"1,669,484",,No,,,1186-0,Low Potential,,,,Unknown,Unknown,,,,,,
1006119,1113,New Hanover County Secure Landfill,NC,5210 US Highway 421 North,Wilmington,New Hanover,28401,34.31948,-77.99035,Public,"New Hanover County Department of Environmental Management, NC",1979,2051,Open,"7,145,724",2022,Yes,1.736,1.736,1187-0,Planned,Project #1,3/31/2025,,Renewable Natural Gas,Other,Pipeline Injection,,,,,
,1915,Newton LF,NC,2436 Bethany Church Road,Newton,Catawba,28658,35.6555,-81.1648,Public,"Catawba County, NC",1981,1989,Closed,"1,600,000",,Yes,0.32,0.32,166970-0,Shutdown,Project #1,8/1/1999,10/31/2000,Electricity,Reciprocating Engine,,0.8,,0.3,,
1005786,1837,North Wake County Landfill,NC,9300 Deponie Drive,Raleigh,Wake,27614,35.908,-78.58,Public,"Wake County, NC",1986,2008,Closed,"6,060,000",2008,Yes,2.2,,166410-0,Operational,Project #1,11/1/1997,,Direct,Boiler,,,,0.75,0.0735,0.0065
1005786,1837,North Wake County Landfill,NC,9300 Deponie Drive,Raleigh,Wake,27614,35.908,-78.58,Public,"Wake County, NC",1986,2008,Closed,"6,060,000",2008,Yes,2.2,,200729-0,Future Potential,Project #2,,,Unknown,Unknown,,,,,,
,1114,Northampton County LF,NC,NC Highway 305,Jackson,Northampton,27845,36.41012,-77.44038,Public,"Northampton County, NC",1971,2000,Closed,"363,180",,No,,,1188-0,Low Potential,,,,Unknown,Unknown,,,,,,
1001953,10781,Onslow County LF,NC,415 Meadowview Road,Jacksonville,Onslow,28540,34.7872,-77.5309,Public,"Onslow County Solid Waste Department, NC",1985,2043,Open,"4,168,164",2022,Yes,0.827,0.376,180931-0,Operational,Project #1,11/20/2013,,Electricity,Reciprocating Engine,,1.22,1.953,0.65,0.0617,0.0059
1005524,1116,Orange County Regional Landfill,NC,1514 Eubanks Road,Chapel Hill,Orange,27516,35.9685,-79.0834,Public,"Orange County, NC",1972,2013,Closed,"2,542,697",2013,Shutdown,0.422,0.422,1190-0,Shutdown,Project #1,8/1/2013,7/31/2020,Electricity,Reciprocating Engine,,0.67,1.059,0.29,,
1014715,1086,Oxford MSW Landfill,NC,6584 Landfill Road,Oxford,Granville,27565,36.3717,-78.6231,Public,"Granville County, NC",1976,2040,Open,"989,375",2022,No,,,1159-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1117,Pamlico County LF,NC,,Bayboro,Pamlico,,,,Public,Pamlico County,1982,1996,Closed,"133,583",,No,,,1191-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1118,Pasquotank County LF,NC,983 Simpson Ditch Road,Elizabeth City,Pasquotank,27909,36.24007,-76.26546,Public,Pasquotank County,1985,1994,Closed,"295,000",,No,,,1192-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1119,Pender County LF,NC,,Burgaw,Pender,,,,Public,Pender County,1973,1994,Closed,"351,401",,No,,,1193-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1120,Perquimans Chowan Gates Regional LF,NC,RR 1,Belvidere,Perquimans,27919,,,Public,Chowan County; Perquimans County,1979,1993,Closed,"315,619",,No,,,1194-0,Low Potential,,,,Unknown,Unknown,,,,,,
1007456,1121,Piedmont SLF,NC,9900 Freeman Road,Kernersville,Forsyth,27284,36.1944,-80.0407,Private,WM,1990,,Closed,"959,464",,Yes,1.31,,1195-0,Operational,Project #1,3/1/2011,,Electricity,Reciprocating Engine,,1.29,2.4,0.74,0.0653,0.0062
1007456,1121,Piedmont SLF,NC,9900 Freeman Road,Kernersville,Forsyth,27284,36.1944,-80.0407,Private,WM,1990,,Closed,"959,464",,Yes,1.31,,1195-1,Operational,"Project #1, De-Expansion #1",1/1/2013,,Electricity,Reciprocating Engine,,1.8,2.4,,0.0911,0.0087
1010987,1122,Pitt County LF,NC,"3025 Landfill Road
off Allen Road",Greenville,Pitt,27834,35.596,-77.438,Public,"Pitt County, NC",1974,1995,Closed,"3,263,252",1995,Yes,0.003,0.003,1196-0,Shutdown,Project #1,1/1/1998,12/31/2010,Direct,Boiler,,,,1,,
1010987,1122,Pitt County LF,NC,"3025 Landfill Road
off Allen Road",Greenville,Pitt,27834,35.596,-77.438,Public,"Pitt County, NC",1974,1995,Closed,"3,263,252",1995,Yes,0.003,0.003,1196-1,Shutdown,"Project #1, De-Expansion #1",1/1/2011,12/31/2021,Direct,Boiler,,,,0.2,,
,1123,Polk County LF,NC,NC Highway 9,Mill Spring,Polk,28722,35.319,-82.184,Public,"Polk County, NC",1981,2007,Closed,"214,002",,No,,,1197-0,Low Potential,,,,Unknown,Unknown,,,,,,
1005767,1124,Randolph County SWF,NC,1254 County Land Road,Randleman,Randolph,27317,35.7558,-79.762,Public,"Randolph County, NC",1973,1997,Closed,"1,815,420",,No,,,1198-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1125,Richmond County LF,NC,197 Walter Kelly Drive,Rockingham,Richmond,28379,35.0155,-79.8088,Public,"Richmond County, NC",1983,2006,Closed,"523,271",,No,,,1199-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1095,Riverdale Landfill,NC,5875 Riverdale Drive,Jamestown,Guilford,27282,35.946,-79.907,Public,City of High Point Department of Public Services,1974,1993,Closed,"2,330,000",,Yes,1.14,,1168-0,Low Potential,,,,Unknown,Unknown,,,,,,
1003481,1127,Robeson County LF,NC,246 Landfill Road,St. Pauls,Robeson,28384,34.79,-78.908,Public,"Robeson County, NC",1985,2041,Open,"3,557,236",2022,Yes,0.567,,1201-0,Operational,Project #1,1/13/2012,,Electricity,Reciprocating Engine,,1.06,1.06,0.482,0.0536,0.0051
1003481,1127,Robeson County LF,NC,246 Landfill Road,St. Pauls,Robeson,28384,34.79,-78.908,Public,"Robeson County, NC",1985,2041,Open,"3,557,236",2022,Yes,0.567,,1201-1,Shutdown,"Project #1, Expansion #1",4/1/2015,12/31/2020,Electricity,Reciprocating Engine,,1,1.09,0.576,0.0000,0.0000
1004501,2064,Rockingham County LF,NC,281 Shuff Road,Madison,Rockingham,27025,36.373554,-79.849585,Public,"Rockingham County, NC",1973,2046,Open,"3,480,402",2022,Yes,1.062,1.062,1202-0,Shutdown,Project #1,2/28/2014,12/1/2016,Electricity,Cogeneration,,0.8,0.8,0.445,,
1004501,2064,Rockingham County LF,NC,281 Shuff Road,Madison,Rockingham,27025,36.373554,-79.849585,Public,"Rockingham County, NC",1973,2046,Open,"3,480,402",2022,Yes,1.062,1.062,201538-0,Planned,Project #1,12/31/2026,,Renewable Natural Gas,Other,Pipeline Injection,,,,,
1006996,1129,Rowan County LF,NC,789 Campbell Road,Woodleaf,Rowan,27054,35.75701,-80.55715,Public,"Rowan County, NC",1989,2082,Open,"3,339,141",2022,Yes,1.351,1.351,1203-0,Candidate,,,,Unknown,Unknown,,,,,,
,1157,"Rowland Landfill, Inc.",NC,3000 Gresham Lake Road,Raleigh,Wake,27615,35.88428,-78.58675,Private,"Rowland Landfill, Inc.",1977,1978,Closed,"50,000",,Yes,0,,1231-0,Shutdown,Project #1,1/1/1984,1/1/1996,Electricity,Reciprocating Engine,,0.17,,,,
,1130,Roxboro LF-Person County,NC,,,Person,,,,Public,City of Roxboro,1973,1993,Closed,"598,794",,No,,,1204-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1131,Rutherford County LF,NC,656 Laurel Hill Drive,Rutherfordton,Rutherford,28139,35.3492,-81.95202,Public,"Rutherford County, NC",1950,1997,Closed,"1,600,000",,No,,,1205-0,Low Potential,,,,Unknown,Unknown,,,,,,
1004118,2336,"Sampson County Disposal, LLC",NC,7434 Roseboro Highway,Roseboro,Sampson,28382,34.982,-78.457,Private,GFL Environmental USA Inc.,2000,2036,Open,"28,006,302",2022,Yes,3.837,3.837,1206-0,Shutdown,Project #1 & Expansion #1,3/14/2011,3/31/2021,Electricity,Reciprocating Engine,,6.9,8,3.14,,
1004118,2336,"Sampson County Disposal, LLC",NC,7434 Roseboro Highway,Roseboro,Sampson,28382,34.982,-78.457,Private,GFL Environmental USA Inc.,2000,2036,Open,"28,006,302",2022,Yes,3.837,3.837,1206-1,Shutdown,"Project #1, Expansion #2",1/1/2014,3/31/2021,Electricity,Reciprocating Engine,,0.88,1.6,0.58,,
1004118,2336,"Sampson County Disposal, LLC",NC,7434 Roseboro Highway,Roseboro,Sampson,28382,34.982,-78.457,Private,GFL Environmental USA Inc.,2000,2036,Open,"28,006,302",2022,Yes,3.837,3.837,201536-0,Construction,Project #2,9/30/2024,,Renewable Natural Gas,Other,Pipeline Injection,,,,,
1004255,1132,Sampson County LF,NC,7434 Roseboro Highway,Roseboro,Sampson,28382,34.9634,-78.4486,Public,"Sampson County, NC",1973,2001,Closed,"2,967,090",2001,Yes,0.467,0.24,181053-0,Operational,Project #1,9/15/2012,,Direct,Leachate Evaporation,,,,0.225,0.0221,0.0019
,1133,Scotland County LF,NC,SR 1611 & SR 1619,Maxton,Scotland,28352,34.726,-79.383,Public,"Scotland County, NC",1980,1999,Closed,"788,677",,No,,,1207-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1134,Sorrells SLF,NC,,,Wake,,,,Private,Sorrells Grading Company,1973,1993,Closed,"613,676",,No,,,1208-0,Low Potential,,,,Unknown,Unknown,,,,,,
1004408,10620,South Wake LF (New),NC,6300 Old Smithfield Road,Apex,Wake,27539-5353,35.675,-78.85,Public,"Wake County, NC",2008,2100,Open,"6,818,405",2022,Yes,4.271,0.548,180918-0,Shutdown,Project #1,9/23/2013,12/31/2023,Electricity,Reciprocating Engine,,6.82,9,3.73,,
1004408,10620,South Wake LF (New),NC,6300 Old Smithfield Road,Apex,Wake,27539-5353,35.675,-78.85,Public,"Wake County, NC",2008,2100,Open,"6,818,405",2022,Yes,4.271,0.548,201541-0,Planned,Project #2,12/31/2024,,Renewable Natural Gas,Other,Pipeline Injection,,,,,
,1135,Stokes County LF,NC,2015 Sizemore Road,Germanton,Stokes,27019,36.3665,-80.2617,Public,"Stokes County, NC",1972,2004,Closed,"478,368",,No,,,1209-0,Low Potential,,,,Unknown,Unknown,,,,,,
1005535,2292,Surry County LF 1 & LF 3,NC,"419 Landfill Road
237 Landfill Road",Mt. Airy,Surry,27030,36.4417,-80.5707,Public,"Surry County, NC",1969,2045,Open,"2,902,572",2022,Yes,0.309,0,1211-0,Operational,Project #1,6/1/2013,,Electricity,Reciprocating Engine,,0.73,1.6,0.309,0.0369,0.0035
,1137,Surry County LF 2,NC,"SR 1121
near intersection with SR 1191",Elkin,Surry,28621,36.30021,-80.77122,Public,"Surry County, NC",1980,1998,Closed,"645,506",,Yes,,,180384-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1138,Swain County LF,NC,Buckner Branch Road SR-1311,Bryson City,Swain,28713,35.4199,-83.4694,Public,Swain County,1972,1995,Closed,"127,170",,No,,,1212-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1040,Swepsonville LF,NC,"3061 Landfill Road
off Alfred Road",Graham,Alamance,27253,36.015,-79.34917,Public,"Alamance County, NC",1971,1993,Closed,"2,278,000",,No,,,1113-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1139,Thomasville LF-Davidson County,NC,"458 Pine Woods Church Road
(NC Highway 109 & I-85)",Thomasville,Davidson,27360,35.901,-80.102,Public,"City of Thomasville, NC",1973,,Closed,,,No,,,1213-0,Unknown,,,,Unknown,Unknown,,,,,,
,1141,Transylvania County SLF,NC,500 Howell Road,Brevard,Transylvania,28712,35.122,-82.844,Public,"Transylvania County, NC",1992,2031,Open,"567,061",2017,No,,,1215-0,Future Potential,,,,Unknown,Unknown,,,,,,
1003035,1074,Tuscarora Long-Term Regional Landfill,NC,7400 Old Highway 70 West,New Bern,Craven,28562,35.16296,-77.22612,Public,"Coastal Environmental Partnership, NC",1994,2049,Open,"5,590,456",2022,Yes,1.645,0.227,1147-0,Operational,Project #1,7/16/2007,,Electricity,Reciprocating Engine,,2.69,5.4,1.418,0.1361,0.0130
,1142,Union County LF,NC,2125 Austin Chaney Road,Wingate,Union,28174,35.0355,-80.463,Private,"Union County, NC",1972,1997,Closed,"2,130,144",,No,,,1216-0,Low Potential,,,,Unknown,Unknown,,,,,,
1007984,2199,Upper Piedmont Regional Landfill,NC,9650 Oxford Road,Rougemont,Person,27572,36.324,-78.832,Private,"Republic Services, Inc.",1997,2057,Open,"6,142,371",2022,Yes,1.617,1.617,180282-0,Operational,Project #1,9/12/2023,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,,0.0000,0.0000
,1143,US Army Fort Bragg Landfill,NC,Longstreet Road,Fort Bragg,Cumberland,28307,35.143,-79.052,Public,United States Army,1981,2001,Closed,"763,800",,No,,,1217-0,Low Potential,,,,Unknown,Unknown,,,,,,
